forecast_date,target,target_end_date,location,type,quantile,value
2021-01-31,1 wk ahead cum death,2021-02-06,06,quantile,0.25,43926.147297
2021-01-31,1 wk ahead cum death,2021-02-06,06,quantile,0.3,43934.876
2021-01-31,1 wk ahead cum death,2021-02-06,06,quantile,0.35,43961.465092
2021-01-31,1 wk ahead cum death,2021-02-06,06,quantile,0.4,44070.811476
2021-01-31,1 wk ahead cum death,2021-02-06,06,quantile,0.45,44173.47491100001
2021-01-31,1 wk ahead cum death,2021-02-06,06,quantile,0.5,44181.0
2021-01-31,1 wk ahead cum death,2021-02-06,06,quantile,0.55,44182.76901600001
2021-01-31,1 wk ahead cum death,2021-02-06,06,quantile,0.6,44200.460743
2021-01-31,1 wk ahead cum death,2021-02-06,06,quantile,0.65,44246.484946
2021-01-31,1 wk ahead cum death,2021-02-06,06,quantile,0.7,44249.815517
2021-01-31,1 wk ahead cum death,2021-02-06,06,quantile,0.75,44280.17816600001
2021-01-31,1 wk ahead cum death,2021-02-06,06,quantile,0.8,44341.818115
2021-01-31,1 wk ahead cum death,2021-02-06,06,quantile,0.85,44439.817636
2021-01-31,1 wk ahead cum death,2021-02-06,06,quantile,0.9,44463.625144
2021-01-31,1 wk ahead cum death,2021-02-06,06,quantile,0.95,44477.801945
2021-01-31,1 wk ahead cum death,2021-02-06,06,quantile,0.975,44522.147616
2021-01-31,1 wk ahead cum death,2021-02-06,06,quantile,0.99,44523.908941
2021-01-31,1 wk ahead cum death,2021-02-06,04,point,NA,14076.0
2021-01-31,1 wk ahead cum death,2021-02-06,04,quantile,0.01,13951.0020137
2021-01-31,1 wk ahead cum death,2021-02-06,04,quantile,0.025,13951.2941649
2021-01-31,1 wk ahead cum death,2021-02-06,04,quantile,0.05,13953.4957081
2021-01-31,1 wk ahead cum death,2021-02-06,04,quantile,0.1,13958.5814801
2021-01-31,1 wk ahead cum death,2021-02-06,04,quantile,0.15,13968.4390379
2021-01-31,1 wk ahead cum death,2021-02-06,04,quantile,0.2,14005.6800314
2021-01-31,1 wk ahead cum death,2021-02-06,04,quantile,0.25,14036.710014200002
2021-01-31,1 wk ahead cum death,2021-02-06,04,quantile,0.3,14038.7399057
2021-01-31,1 wk ahead cum death,2021-02-06,04,quantile,0.35,14042.794308200002
2021-01-31,1 wk ahead cum death,2021-02-06,04,quantile,0.4,14050.5146775
2021-01-31,1 wk ahead cum death,2021-02-06,04,quantile,0.45,14058.804045200002
2021-01-31,1 wk ahead cum death,2021-02-06,04,quantile,0.5,14076.0
2021-01-31,1 wk ahead cum death,2021-02-06,04,quantile,0.55,14093.3429399
2021-01-31,1 wk ahead cum death,2021-02-06,04,quantile,0.6,14161.294011000002
2021-01-31,1 wk ahead cum death,2021-02-06,04,quantile,0.65,14229.94648
2021-01-31,1 wk ahead cum death,2021-02-06,04,quantile,0.7,14230.814459
2021-01-31,1 wk ahead cum death,2021-02-06,04,quantile,0.75,14235.201875
2021-01-31,1 wk ahead cum death,2021-02-06,04,quantile,0.8,14244.560478
2021-01-31,1 wk ahead cum death,2021-02-06,04,quantile,0.85,14257.169055
2021-01-31,1 wk ahead cum death,2021-02-06,04,quantile,0.9,14264.819216
2021-01-31,1 wk ahead cum death,2021-02-06,04,quantile,0.95,14321.450368000002
2021-01-31,1 wk ahead cum death,2021-02-06,04,quantile,0.975,14326.858349
2021-01-31,1 wk ahead cum death,2021-02-06,04,quantile,0.99,14329.376868
2021-01-31,1 wk ahead cum death,2021-02-06,25,point,NA,14976.0
2021-01-31,1 wk ahead cum death,2021-02-06,25,quantile,0.01,14899.249049700002
2021-01-31,1 wk ahead cum death,2021-02-06,25,quantile,0.025,14899.3161234
2021-01-31,1 wk ahead cum death,2021-02-06,25,quantile,0.05,14900.729077000002
2021-01-31,1 wk ahead cum death,2021-02-06,25,quantile,0.1,14901.337575
2021-01-31,1 wk ahead cum death,2021-02-06,25,quantile,0.15,14902.050494
2021-01-31,1 wk ahead cum death,2021-02-06,25,quantile,0.2,14905.0861163
2021-01-31,1 wk ahead cum death,2021-02-06,25,quantile,0.25,14913.1558531
2021-01-31,1 wk ahead cum death,2021-02-06,25,quantile,0.3,14915.0363958
2021-01-31,1 wk ahead cum death,2021-02-06,25,quantile,0.35,14917.7412463
2021-01-31,1 wk ahead cum death,2021-02-06,25,quantile,0.4,14946.120856099997
2021-01-31,1 wk ahead cum death,2021-02-06,25,quantile,0.45,14975.0349791
2021-01-31,1 wk ahead cum death,2021-02-06,25,quantile,0.5,14976.0
2021-01-31,1 wk ahead cum death,2021-02-06,25,quantile,0.55,14978.251041100002
2021-01-31,1 wk ahead cum death,2021-02-06,25,quantile,0.6,14988.0430586
2021-01-31,1 wk ahead cum death,2021-02-06,25,quantile,0.65,14995.194128
2021-01-31,1 wk ahead cum death,2021-02-06,25,quantile,0.7,14997.8697613
2021-01-31,1 wk ahead cum death,2021-02-06,25,quantile,0.75,14998.7755185
2021-01-31,1 wk ahead cum death,2021-02-06,25,quantile,0.8,15005.490643599998
2021-01-31,1 wk ahead cum death,2021-02-06,25,quantile,0.85,15013.246158700002
2021-01-31,1 wk ahead cum death,2021-02-06,25,quantile,0.9,15017.4352153
2021-01-31,1 wk ahead cum death,2021-02-06,25,quantile,0.95,15019.045895200004
2021-01-31,1 wk ahead cum death,2021-02-06,25,quantile,0.975,15022.421431400002
2021-01-31,1 wk ahead cum death,2021-02-06,25,quantile,0.99,15023.0736955
2021-01-31,1 wk ahead cum death,2021-02-06,55,point,NA,6664.0
2021-01-31,1 wk ahead cum death,2021-02-06,55,quantile,0.01,6648.123006
2021-01-31,1 wk ahead cum death,2021-02-06,55,quantile,0.025,6648.1434421
2021-01-31,1 wk ahead cum death,2021-02-06,55,quantile,0.05,6650.060509
2021-01-31,1 wk ahead cum death,2021-02-06,55,quantile,0.1,6650.1212975
2021-01-31,1 wk ahead cum death,2021-02-06,55,quantile,0.15,6650.6372975
2021-01-31,1 wk ahead cum death,2021-02-06,55,quantile,0.2,6654.4327912
2021-01-31,1 wk ahead cum death,2021-02-06,55,quantile,0.25,6657.9791328
2021-01-31,1 wk ahead cum death,2021-02-06,55,quantile,0.3,6658.2356459
2021-01-31,1 wk ahead cum death,2021-02-06,55,quantile,0.35,6658.3769018
2021-01-31,1 wk ahead cum death,2021-02-06,55,quantile,0.4,6660.8139146
2021-01-31,1 wk ahead cum death,2021-02-06,55,quantile,0.45,6663.8777865
2021-01-31,1 wk ahead cum death,2021-02-06,55,quantile,0.5,6664.0
2021-01-31,1 wk ahead cum death,2021-02-06,55,quantile,0.55,6664.0387492
2021-01-31,1 wk ahead cum death,2021-02-06,55,quantile,0.6,6667.1987665
2021-01-31,1 wk ahead cum death,2021-02-06,55,quantile,0.65,6670.7140874
2021-01-31,1 wk ahead cum death,2021-02-06,55,quantile,0.7,6671.7071522
2021-01-31,1 wk ahead cum death,2021-02-06,55,quantile,0.75,6671.9612343
2021-01-31,1 wk ahead cum death,2021-02-06,55,quantile,0.8,6680.886123300002
2021-01-31,1 wk ahead cum death,2021-02-06,55,quantile,0.85,6689.5829649
2021-01-31,1 wk ahead cum death,2021-02-06,55,quantile,0.9,6690.293157
2021-01-31,1 wk ahead cum death,2021-02-06,55,quantile,0.95,6693.3870336
2021-01-31,1 wk ahead cum death,2021-02-06,55,quantile,0.975,6696.2248101999985
2021-01-31,1 wk ahead cum death,2021-02-06,55,quantile,0.99,6696.3207883999985
2021-01-31,1 wk ahead cum death,2021-02-06,48,point,NA,39184.0
2021-01-31,1 wk ahead cum death,2021-02-06,48,quantile,0.01,39074.952925
2021-01-31,1 wk ahead cum death,2021-02-06,48,quantile,0.025,39075.542079
2021-01-31,1 wk ahead cum death,2021-02-06,48,quantile,0.05,39075.929619
2021-01-31,1 wk ahead cum death,2021-02-06,48,quantile,0.1,39077.467455
2021-01-31,1 wk ahead cum death,2021-02-06,48,quantile,0.15,39078.307665
2021-01-31,1 wk ahead cum death,2021-02-06,48,quantile,0.2,39101.70062
2021-01-31,1 wk ahead cum death,2021-02-06,48,quantile,0.25,39124.578797
2021-01-31,1 wk ahead cum death,2021-02-06,48,quantile,0.3,39125.74262200001
2021-01-31,1 wk ahead cum death,2021-02-06,48,quantile,0.35,39126.697626
2021-01-31,1 wk ahead cum death,2021-02-06,48,quantile,0.4,39154.46887
2021-01-31,1 wk ahead cum death,2021-02-06,48,quantile,0.45,39180.836058
2021-01-31,1 wk ahead cum death,2021-02-06,48,quantile,0.5,39184.0
2021-01-31,1 wk ahead cum death,2021-02-06,48,quantile,0.55,39187.935015
2021-01-31,1 wk ahead cum death,2021-02-06,48,quantile,0.6,39228.12692
2021-01-31,1 wk ahead cum death,2021-02-06,48,quantile,0.65,39258.340173
2021-01-31,1 wk ahead cum death,2021-02-06,48,quantile,0.7,39260.73443500001
2021-01-31,1 wk ahead cum death,2021-02-06,48,quantile,0.75,39271.558496
2021-01-31,1 wk ahead cum death,2021-02-06,48,quantile,0.8,39287.900187
2021-01-31,1 wk ahead cum death,2021-02-06,48,quantile,0.85,39300.61802900001
2021-01-31,1 wk ahead cum death,2021-02-06,48,quantile,0.9,39306.336801
2021-01-31,1 wk ahead cum death,2021-02-06,48,quantile,0.95,39327.242061
2021-01-31,1 wk ahead cum death,2021-02-06,48,quantile,0.975,39333.548902
2021-01-31,1 wk ahead cum death,2021-02-06,48,quantile,0.99,39335.575327
2021-01-31,1 wk ahead cum death,2021-02-06,31,point,NA,1954.0
2021-01-31,1 wk ahead cum death,2021-02-06,31,quantile,0.01,1947.91855706
2021-01-31,1 wk ahead cum death,2021-02-06,31,quantile,0.025,1947.92716839
2021-01-31,1 wk ahead cum death,2021-02-06,31,quantile,0.05,1947.94695209
2021-01-31,1 wk ahead cum death,2021-02-06,31,quantile,0.1,1947.98291703
2021-01-31,1 wk ahead cum death,2021-02-06,31,quantile,0.15,1948.01675232
2021-01-31,1 wk ahead cum death,2021-02-06,31,quantile,0.2,1949.45106943
2021-01-31,1 wk ahead cum death,2021-02-06,31,quantile,0.25,1950.88490469
2021-01-31,1 wk ahead cum death,2021-02-06,31,quantile,0.3,1950.92472351
2021-01-31,1 wk ahead cum death,2021-02-06,31,quantile,0.35,1950.96218447
2021-01-31,1 wk ahead cum death,2021-02-06,31,quantile,0.4,1952.45953709
2021-01-31,1 wk ahead cum death,2021-02-06,31,quantile,0.45,1953.95615245
2021-01-31,1 wk ahead cum death,2021-02-06,31,quantile,0.5,1954.0
2021-01-31,1 wk ahead cum death,2021-02-06,31,quantile,0.55,1954.04125113
2021-01-31,1 wk ahead cum death,2021-02-06,31,quantile,0.6,1960.75274208
2021-01-31,1 wk ahead cum death,2021-02-06,31,quantile,0.65,1967.47480003
2021-01-31,1 wk ahead cum death,2021-02-06,31,quantile,0.7,1967.53638077
2021-01-31,1 wk ahead cum death,2021-02-06,31,quantile,0.75,1967.59431503
2021-01-31,1 wk ahead cum death,2021-02-06,31,quantile,0.8,1968.78872208
2021-01-31,1 wk ahead cum death,2021-02-06,31,quantile,0.85,1969.97946874
2021-01-31,1 wk ahead cum death,2021-02-06,31,quantile,0.9,1970.04433499
2021-01-31,1 wk ahead cum death,2021-02-06,31,quantile,0.95,1970.10536022
2021-01-31,1 wk ahead cum death,2021-02-06,31,quantile,0.975,1970.13188757
2021-01-31,1 wk ahead cum death,2021-02-06,31,quantile,0.99,1970.16130978
2021-01-31,1 wk ahead cum death,2021-02-06,49,point,NA,1734.0
2021-01-31,1 wk ahead cum death,2021-02-06,49,quantile,0.01,1732.08589325
2021-01-31,1 wk ahead cum death,2021-02-06,49,quantile,0.025,1732.10969155
2021-01-31,1 wk ahead cum death,2021-02-06,49,quantile,0.05,1732.25016883
2021-01-31,1 wk ahead cum death,2021-02-06,49,quantile,0.1,1732.3508324000004
2021-01-31,1 wk ahead cum death,2021-02-06,49,quantile,0.15,1732.49975648
2021-01-31,1 wk ahead cum death,2021-02-06,49,quantile,0.2,1732.82889176
2021-01-31,1 wk ahead cum death,2021-02-06,49,quantile,0.25,1733.26130565
2021-01-31,1 wk ahead cum death,2021-02-06,49,quantile,0.3,1733.32626258
2021-01-31,1 wk ahead cum death,2021-02-06,49,quantile,0.35,1733.39270113
2021-01-31,1 wk ahead cum death,2021-02-06,49,quantile,0.4,1733.65821696
2021-01-31,1 wk ahead cum death,2021-02-06,49,quantile,0.45,1733.90102802
2021-01-31,1 wk ahead cum death,2021-02-06,49,quantile,0.5,1734.0
2021-01-31,1 wk ahead cum death,2021-02-06,49,quantile,0.55,1734.13763985
2021-01-31,1 wk ahead cum death,2021-02-06,49,quantile,0.6,1734.51296578
2021-01-31,1 wk ahead cum death,2021-02-06,49,quantile,0.65,1734.91844891
2021-01-31,1 wk ahead cum death,2021-02-06,49,quantile,0.7,1735.04162539
2021-01-31,1 wk ahead cum death,2021-02-06,49,quantile,0.75,1735.18811216
2021-01-31,1 wk ahead cum death,2021-02-06,49,quantile,0.8,1735.47517592
2021-01-31,1 wk ahead cum death,2021-02-06,49,quantile,0.85,1735.73721039
2021-01-31,1 wk ahead cum death,2021-02-06,49,quantile,0.9,1735.85463758
2021-01-31,1 wk ahead cum death,2021-02-06,49,quantile,0.95,1735.99877724
2021-01-31,1 wk ahead cum death,2021-02-06,49,quantile,0.975,1736.06162581
2021-01-31,1 wk ahead cum death,2021-02-06,49,quantile,0.99,1736.13995776
2021-01-31,1 wk ahead cum death,2021-02-06,41,point,NA,2055.0
2021-01-31,1 wk ahead cum death,2021-02-06,41,quantile,0.01,2048.96526751
2021-01-31,1 wk ahead cum death,2021-02-06,41,quantile,0.025,2048.96885548
2021-01-31,1 wk ahead cum death,2021-02-06,41,quantile,0.05,2048.97192662
2021-01-31,1 wk ahead cum death,2021-02-06,41,quantile,0.1,2050.00904471
2021-01-31,1 wk ahead cum death,2021-02-06,41,quantile,0.15,2050.01661408
2021-01-31,1 wk ahead cum death,2021-02-06,41,quantile,0.2,2050.3070206
2021-01-31,1 wk ahead cum death,2021-02-06,41,quantile,0.25,2050.3260695
2021-01-31,1 wk ahead cum death,2021-02-06,41,quantile,0.3,2050.65718665
2021-01-31,1 wk ahead cum death,2021-02-06,41,quantile,0.35,2050.67160698
2021-01-31,1 wk ahead cum death,2021-02-06,41,quantile,0.4,2052.77920136
2021-01-31,1 wk ahead cum death,2021-02-06,41,quantile,0.45,2054.97739045
2021-01-31,1 wk ahead cum death,2021-02-06,41,quantile,0.5,2055.0
2021-01-31,1 wk ahead cum death,2021-02-06,41,quantile,0.55,2055.0727639
2021-01-31,1 wk ahead cum death,2021-02-06,41,quantile,0.6,2055.95491463
2021-01-31,1 wk ahead cum death,2021-02-06,41,quantile,0.65,2056.79733841
2021-01-31,1 wk ahead cum death,2021-02-06,41,quantile,0.7,2057.1871057
2021-01-31,1 wk ahead cum death,2021-02-06,41,quantile,0.75,2057.2616969
2021-01-31,1 wk ahead cum death,2021-02-06,41,quantile,0.8,2060.4120827
2021-01-31,1 wk ahead cum death,2021-02-06,41,quantile,0.85,2063.2907028
2021-01-31,1 wk ahead cum death,2021-02-06,41,quantile,0.9,2063.6447951
2021-01-31,1 wk ahead cum death,2021-02-06,41,quantile,0.95,2064.0659598
2021-01-31,1 wk ahead cum death,2021-02-06,41,quantile,0.975,2065.2797188
2021-01-31,1 wk ahead cum death,2021-02-06,41,quantile,0.99,2065.2970524
2021-01-31,1 wk ahead cum death,2021-02-06,12,point,NA,27457.0
2021-01-31,1 wk ahead cum death,2021-02-06,12,quantile,0.01,27331.0813502
2021-01-31,1 wk ahead cum death,2021-02-06,12,quantile,0.025,27331.3501953
2021-01-31,1 wk ahead cum death,2021-02-06,12,quantile,0.05,27334.994653900005
2021-01-31,1 wk ahead cum death,2021-02-06,12,quantile,0.1,27348.6842552
2021-01-31,1 wk ahead cum death,2021-02-06,12,quantile,0.15,27350.9668753
2021-01-31,1 wk ahead cum death,2021-02-06,12,quantile,0.2,27376.407534
2021-01-31,1 wk ahead cum death,2021-02-06,12,quantile,0.25,27404.960908
2021-01-31,1 wk ahead cum death,2021-02-06,12,quantile,0.3,27411.097451
2021-01-31,1 wk ahead cum death,2021-02-06,12,quantile,0.35,27412.145338
2021-01-31,1 wk ahead cum death,2021-02-06,12,quantile,0.4,27433.195727
2021-01-31,1 wk ahead cum death,2021-02-06,12,quantile,0.45,27454.362666
2021-01-31,1 wk ahead cum death,2021-02-06,12,quantile,0.5,27457.0
2021-01-31,1 wk ahead cum death,2021-02-06,12,quantile,0.55,27465.773332
2021-01-31,1 wk ahead cum death,2021-02-06,12,quantile,0.6,27470.511431
2021-01-31,1 wk ahead cum death,2021-02-06,12,quantile,0.65,27477.225144
2021-01-31,1 wk ahead cum death,2021-02-06,12,quantile,0.7,27479.049047000004
2021-01-31,1 wk ahead cum death,2021-02-06,12,quantile,0.75,27486.803616
2021-01-31,1 wk ahead cum death,2021-02-06,12,quantile,0.8,27528.890479
2021-01-31,1 wk ahead cum death,2021-02-06,12,quantile,0.85,27574.323687
2021-01-31,1 wk ahead cum death,2021-02-06,12,quantile,0.9,27591.774449
2021-01-31,1 wk ahead cum death,2021-02-06,12,quantile,0.95,27600.118671
2021-01-31,1 wk ahead cum death,2021-02-06,12,quantile,0.975,27608.891847000006
2021-01-31,1 wk ahead cum death,2021-02-06,12,quantile,0.99,27609.829407
2021-01-31,1 wk ahead cum death,2021-02-06,36,point,NA,44708.0
2021-01-31,1 wk ahead cum death,2021-02-06,36,quantile,0.01,44441.9065177
2021-01-31,1 wk ahead cum death,2021-02-06,36,quantile,0.025,44442.2943023
2021-01-31,1 wk ahead cum death,2021-02-06,36,quantile,0.05,44449.604256
2021-01-31,1 wk ahead cum death,2021-02-06,36,quantile,0.1,44450.7433579
2021-01-31,1 wk ahead cum death,2021-02-06,36,quantile,0.15,44469.876772
2021-01-31,1 wk ahead cum death,2021-02-06,36,quantile,0.2,44520.16477
2021-01-31,1 wk ahead cum death,2021-02-06,36,quantile,0.25,44564.144405
2021-01-31,1 wk ahead cum death,2021-02-06,36,quantile,0.3,44584.366269
2021-01-31,1 wk ahead cum death,2021-02-06,36,quantile,0.35,44590.134421
2021-01-31,1 wk ahead cum death,2021-02-06,36,quantile,0.4,44638.478206
2021-01-31,1 wk ahead cum death,2021-02-06,36,quantile,0.45,44685.75077
2021-01-31,1 wk ahead cum death,2021-02-06,36,quantile,0.5,44708.0
2021-01-31,1 wk ahead cum death,2021-02-06,36,quantile,0.55,44713.579413
2021-01-31,1 wk ahead cum death,2021-02-06,36,quantile,0.6,44762.138663
2021-01-31,1 wk ahead cum death,2021-02-06,36,quantile,0.65,44808.97637
2021-01-31,1 wk ahead cum death,2021-02-06,36,quantile,0.7,44810.488155
2021-01-31,1 wk ahead cum death,2021-02-06,36,quantile,0.75,44819.590212
2021-01-31,1 wk ahead cum death,2021-02-06,36,quantile,0.8,44836.587086
2021-01-31,1 wk ahead cum death,2021-02-06,36,quantile,0.85,44862.99945500001
2021-01-31,1 wk ahead cum death,2021-02-06,36,quantile,0.9,44866.380109
2021-01-31,1 wk ahead cum death,2021-02-06,36,quantile,0.95,44912.938629
2021-01-31,1 wk ahead cum death,2021-02-06,36,quantile,0.975,44921.321977
2021-01-31,1 wk ahead cum death,2021-02-06,36,quantile,0.99,44924.071599
2021-01-31,1 wk ahead cum death,2021-02-06,44,point,NA,2211.0
2021-01-31,1 wk ahead cum death,2021-02-06,44,quantile,0.01,2201.14366377
2021-01-31,1 wk ahead cum death,2021-02-06,44,quantile,0.025,2201.19383242
2021-01-31,1 wk ahead cum death,2021-02-06,44,quantile,0.05,2201.23833682
2021-01-31,1 wk ahead cum death,2021-02-06,44,quantile,0.1,2201.31149094
2021-01-31,1 wk ahead cum death,2021-02-06,44,quantile,0.15,2201.37682405
2021-01-31,1 wk ahead cum death,2021-02-06,44,quantile,0.2,2202.42206472
2021-01-31,1 wk ahead cum death,2021-02-06,44,quantile,0.25,2203.4833106999995
2021-01-31,1 wk ahead cum death,2021-02-06,44,quantile,0.3,2203.56006809
2021-01-31,1 wk ahead cum death,2021-02-06,44,quantile,0.35,2203.62861924
2021-01-31,1 wk ahead cum death,2021-02-06,44,quantile,0.4,2207.25362912
2021-01-31,1 wk ahead cum death,2021-02-06,44,quantile,0.45,2210.91132037
2021-01-31,1 wk ahead cum death,2021-02-06,44,quantile,0.5,2211.0
2021-01-31,1 wk ahead cum death,2021-02-06,44,quantile,0.55,2211.07919877
2021-01-31,1 wk ahead cum death,2021-02-06,44,quantile,0.6,2216.97862259
2021-01-31,1 wk ahead cum death,2021-02-06,44,quantile,0.65,2222.92655816
2021-01-31,1 wk ahead cum death,2021-02-06,44,quantile,0.7,2223.03452271
2021-01-31,1 wk ahead cum death,2021-02-06,44,quantile,0.75,2223.13094462
2021-01-31,1 wk ahead cum death,2021-02-06,44,quantile,0.8,2233.38547072
2021-01-31,1 wk ahead cum death,2021-02-06,44,quantile,0.85,2243.71836377
2021-01-31,1 wk ahead cum death,2021-02-06,44,quantile,0.9,2243.85969996
2021-01-31,1 wk ahead cum death,2021-02-06,44,quantile,0.95,2243.98592571
2021-01-31,1 wk ahead cum death,2021-02-06,44,quantile,0.975,2244.06787
2021-01-31,1 wk ahead cum death,2021-02-06,44,quantile,0.99,2244.15647682
2021-01-31,1 wk ahead cum death,2021-02-06,13,point,NA,15148.0
2021-01-31,1 wk ahead cum death,2021-02-06,13,quantile,0.01,14765.9111521
2021-01-31,1 wk ahead cum death,2021-02-06,13,quantile,0.025,14766.072014200005
2021-01-31,1 wk ahead cum death,2021-02-06,13,quantile,0.05,14768.5486148
2021-01-31,1 wk ahead cum death,2021-02-06,13,quantile,0.1,14769.440844
2021-01-31,1 wk ahead cum death,2021-02-06,13,quantile,0.15,14772.9923221
2021-01-31,1 wk ahead cum death,2021-02-06,13,quantile,0.2,14864.856397299998
2021-01-31,1 wk ahead cum death,2021-02-06,13,quantile,0.25,14959.0780794
2021-01-31,1 wk ahead cum death,2021-02-06,13,quantile,0.3,14960.4088335
2021-01-31,1 wk ahead cum death,2021-02-06,13,quantile,0.35,14965.7058405
2021-01-31,1 wk ahead cum death,2021-02-06,13,quantile,0.4,15054.553192200003
2021-01-31,1 wk ahead cum death,2021-02-06,13,quantile,0.45,15146.2384753
2021-01-31,1 wk ahead cum death,2021-02-06,13,quantile,0.5,15148.0
2021-01-31,1 wk ahead cum death,2021-02-06,13,quantile,0.55,15154.0010592
2021-01-31,1 wk ahead cum death,2021-02-06,13,quantile,0.6,15170.30596
2021-01-31,1 wk ahead cum death,2021-02-06,13,quantile,0.65,15186.0150347
2021-01-31,1 wk ahead cum death,2021-02-06,13,quantile,0.7,15189.0648384
2021-01-31,1 wk ahead cum death,2021-02-06,13,quantile,0.75,15190.6900944
2021-01-31,1 wk ahead cum death,2021-02-06,13,quantile,0.8,15194.8104104
2021-01-31,1 wk ahead cum death,2021-02-06,13,quantile,0.85,15201.953773
2021-01-31,1 wk ahead cum death,2021-02-06,13,quantile,0.9,15204.477736
2021-01-31,1 wk ahead cum death,2021-02-06,13,quantile,0.95,15206.087415
2021-01-31,1 wk ahead cum death,2021-02-06,13,quantile,0.975,15207.399141999998
