forecast_date,target,target_end_date,location,type,quantile,value
2021-02-07,1 wk ahead cum death,2021-02-13,06,quantile,0.025,46623.608547
2021-02-07,1 wk ahead cum death,2021-02-13,06,quantile,0.05,46623.857944999996
2021-02-07,1 wk ahead cum death,2021-02-13,06,quantile,0.1,46634.467536000004
2021-02-07,1 wk ahead cum death,2021-02-13,06,quantile,0.15,46643.15086
2021-02-07,1 wk ahead cum death,2021-02-13,06,quantile,0.2,46732.250524
2021-02-07,1 wk ahead cum death,2021-02-13,06,quantile,0.25,46800.662952
2021-02-07,1 wk ahead cum death,2021-02-13,06,quantile,0.3,46807.499902999996
2021-02-07,1 wk ahead cum death,2021-02-13,06,quantile,0.35,46808.354777
2021-02-07,1 wk ahead cum death,2021-02-13,06,quantile,0.4,46822.784272000004
2021-02-07,1 wk ahead cum death,2021-02-13,06,quantile,0.45,46833.640861
2021-02-07,1 wk ahead cum death,2021-02-13,06,quantile,0.5,46841.0
2021-02-07,1 wk ahead cum death,2021-02-13,06,quantile,0.55,46843.301195
2021-02-07,1 wk ahead cum death,2021-02-13,06,quantile,0.6,46853.945588999995
2021-02-07,1 wk ahead cum death,2021-02-13,06,quantile,0.65,46867.244451
2021-02-07,1 wk ahead cum death,2021-02-13,06,quantile,0.7,46878.352218
2021-02-07,1 wk ahead cum death,2021-02-13,06,quantile,0.75,46887.373452
2021-02-07,1 wk ahead cum death,2021-02-13,06,quantile,0.8,47007.356742
2021-02-07,1 wk ahead cum death,2021-02-13,06,quantile,0.85,47122.403857
2021-02-07,1 wk ahead cum death,2021-02-13,06,quantile,0.9,47136.53995
2021-02-07,1 wk ahead cum death,2021-02-13,06,quantile,0.95,47148.109507
2021-02-07,1 wk ahead cum death,2021-02-13,06,quantile,0.975,47173.717798000005
2021-02-07,1 wk ahead cum death,2021-02-13,06,quantile,0.99,47175.625287
2021-02-07,1 wk ahead cum death,2021-02-13,04,point,NA,14827.0
2021-02-07,1 wk ahead cum death,2021-02-13,04,quantile,0.01,14767.3211346
2021-02-07,1 wk ahead cum death,2021-02-13,04,quantile,0.025,14767.469745299997
2021-02-07,1 wk ahead cum death,2021-02-13,04,quantile,0.05,14769.267939200003
2021-02-07,1 wk ahead cum death,2021-02-13,04,quantile,0.1,14770.54008
2021-02-07,1 wk ahead cum death,2021-02-13,04,quantile,0.15,14773.349324899998
2021-02-07,1 wk ahead cum death,2021-02-13,04,quantile,0.2,14783.0280738
2021-02-07,1 wk ahead cum death,2021-02-13,04,quantile,0.25,14792.5457057
2021-02-07,1 wk ahead cum death,2021-02-13,04,quantile,0.3,14792.870755599999
2021-02-07,1 wk ahead cum death,2021-02-13,04,quantile,0.35,14793.609180599999
2021-02-07,1 wk ahead cum death,2021-02-13,04,quantile,0.4,14797.224761899999
2021-02-07,1 wk ahead cum death,2021-02-13,04,quantile,0.45,14801.187959399998
2021-02-07,1 wk ahead cum death,2021-02-13,04,quantile,0.5,14827.0
2021-02-07,1 wk ahead cum death,2021-02-13,04,quantile,0.55,14829.448876800001
2021-02-07,1 wk ahead cum death,2021-02-13,04,quantile,0.6,14881.2655903
2021-02-07,1 wk ahead cum death,2021-02-13,04,quantile,0.65,14933.9184262
2021-02-07,1 wk ahead cum death,2021-02-13,04,quantile,0.7,14935.2948756
2021-02-07,1 wk ahead cum death,2021-02-13,04,quantile,0.75,14936.4262562
2021-02-07,1 wk ahead cum death,2021-02-13,04,quantile,0.8,14946.3387093
2021-02-07,1 wk ahead cum death,2021-02-13,04,quantile,0.85,14955.0377626
2021-02-07,1 wk ahead cum death,2021-02-13,04,quantile,0.9,14956.336113999998
2021-02-07,1 wk ahead cum death,2021-02-13,04,quantile,0.95,15003.045889399998
2021-02-07,1 wk ahead cum death,2021-02-13,04,quantile,0.975,15007.316479799998
2021-02-07,1 wk ahead cum death,2021-02-13,04,quantile,0.99,15008.452947299998
2021-02-07,1 wk ahead cum death,2021-02-13,25,point,NA,15302.0
2021-02-07,1 wk ahead cum death,2021-02-13,25,quantile,0.01,15256.2847161
2021-02-07,1 wk ahead cum death,2021-02-13,25,quantile,0.025,15256.3576467
2021-02-07,1 wk ahead cum death,2021-02-13,25,quantile,0.05,15256.412780899998
2021-02-07,1 wk ahead cum death,2021-02-13,25,quantile,0.1,15257.785899899998
2021-02-07,1 wk ahead cum death,2021-02-13,25,quantile,0.15,15259.031954700002
2021-02-07,1 wk ahead cum death,2021-02-13,25,quantile,0.2,15270.966729799999
2021-02-07,1 wk ahead cum death,2021-02-13,25,quantile,0.25,15279.275978900001
2021-02-07,1 wk ahead cum death,2021-02-13,25,quantile,0.3,15280.771033500001
2021-02-07,1 wk ahead cum death,2021-02-13,25,quantile,0.35,15282.129083200001
2021-02-07,1 wk ahead cum death,2021-02-13,25,quantile,0.4,15292.8019699
2021-02-07,1 wk ahead cum death,2021-02-13,25,quantile,0.45,15301.054156400001
2021-02-07,1 wk ahead cum death,2021-02-13,25,quantile,0.5,15302.0
2021-02-07,1 wk ahead cum death,2021-02-13,25,quantile,0.55,15303.461487600001
2021-02-07,1 wk ahead cum death,2021-02-13,25,quantile,0.6,15322.6831336
2021-02-07,1 wk ahead cum death,2021-02-13,25,quantile,0.65,15337.5737867
2021-02-07,1 wk ahead cum death,2021-02-13,25,quantile,0.7,15339.3850402
2021-02-07,1 wk ahead cum death,2021-02-13,25,quantile,0.75,15341.028686000001
2021-02-07,1 wk ahead cum death,2021-02-13,25,quantile,0.8,15353.4197352
2021-02-07,1 wk ahead cum death,2021-02-13,25,quantile,0.85,15363.346424000001
2021-02-07,1 wk ahead cum death,2021-02-13,25,quantile,0.9,15364.2539715
2021-02-07,1 wk ahead cum death,2021-02-13,25,quantile,0.95,15366.018790799999
2021-02-07,1 wk ahead cum death,2021-02-13,25,quantile,0.975,15371.0657699
2021-02-07,1 wk ahead cum death,2021-02-13,25,quantile,0.99,15371.372089700002
2021-02-07,1 wk ahead cum death,2021-02-13,55,point,NA,6747.0
2021-02-07,1 wk ahead cum death,2021-02-13,55,quantile,0.01,6744.6373969999995
2021-02-07,1 wk ahead cum death,2021-02-13,55,quantile,0.025,6744.6595578999995
2021-02-07,1 wk ahead cum death,2021-02-13,55,quantile,0.05,6744.7023411
2021-02-07,1 wk ahead cum death,2021-02-13,55,quantile,0.1,6744.8779485
2021-02-07,1 wk ahead cum death,2021-02-13,55,quantile,0.15,6744.9946091
2021-02-07,1 wk ahead cum death,2021-02-13,55,quantile,0.2,6745.213796999999
2021-02-07,1 wk ahead cum death,2021-02-13,55,quantile,0.25,6745.593283
2021-02-07,1 wk ahead cum death,2021-02-13,55,quantile,0.3,6745.9497573
2021-02-07,1 wk ahead cum death,2021-02-13,55,quantile,0.35,6745.997791600001
2021-02-07,1 wk ahead cum death,2021-02-13,55,quantile,0.4,6746.5476103
2021-02-07,1 wk ahead cum death,2021-02-13,55,quantile,0.45,6746.823654699999
2021-02-07,1 wk ahead cum death,2021-02-13,55,quantile,0.5,6747.0
2021-02-07,1 wk ahead cum death,2021-02-13,55,quantile,0.55,6747.4596094
2021-02-07,1 wk ahead cum death,2021-02-13,55,quantile,0.6,6748.285256199999
2021-02-07,1 wk ahead cum death,2021-02-13,55,quantile,0.65,6749.093604000001
2021-02-07,1 wk ahead cum death,2021-02-13,55,quantile,0.7,6749.4309791999995
2021-02-07,1 wk ahead cum death,2021-02-13,55,quantile,0.75,6749.7533124
2021-02-07,1 wk ahead cum death,2021-02-13,55,quantile,0.8,6751.473215700001
2021-02-07,1 wk ahead cum death,2021-02-13,55,quantile,0.85,6752.9115045
2021-02-07,1 wk ahead cum death,2021-02-13,55,quantile,0.9,6753.1163695
2021-02-07,1 wk ahead cum death,2021-02-13,55,quantile,0.95,6753.829090700001
2021-02-07,1 wk ahead cum death,2021-02-13,55,quantile,0.975,6754.2020738
2021-02-07,1 wk ahead cum death,2021-02-13,55,quantile,0.99,6754.2717485
2021-02-07,1 wk ahead cum death,2021-02-13,48,point,NA,41285.0
2021-02-07,1 wk ahead cum death,2021-02-13,48,quantile,0.01,41215.545675
2021-02-07,1 wk ahead cum death,2021-02-13,48,quantile,0.025,41216.119103
2021-02-07,1 wk ahead cum death,2021-02-13,48,quantile,0.05,41216.822876
2021-02-07,1 wk ahead cum death,2021-02-13,48,quantile,0.1,41218.109552
2021-02-07,1 wk ahead cum death,2021-02-13,48,quantile,0.15,41218.885285000004
2021-02-07,1 wk ahead cum death,2021-02-13,48,quantile,0.2,41220.579002
2021-02-07,1 wk ahead cum death,2021-02-13,48,quantile,0.25,41222.295925
2021-02-07,1 wk ahead cum death,2021-02-13,48,quantile,0.3,41223.188486
2021-02-07,1 wk ahead cum death,2021-02-13,48,quantile,0.35,41224.852811000004
2021-02-07,1 wk ahead cum death,2021-02-13,48,quantile,0.4,41253.729477999994
2021-02-07,1 wk ahead cum death,2021-02-13,48,quantile,0.45,41282.875885
2021-02-07,1 wk ahead cum death,2021-02-13,48,quantile,0.5,41285.0
2021-02-07,1 wk ahead cum death,2021-02-13,48,quantile,0.55,41287.315582
2021-02-07,1 wk ahead cum death,2021-02-13,48,quantile,0.6,41383.401594
2021-02-07,1 wk ahead cum death,2021-02-13,48,quantile,0.65,41478.626399
2021-02-07,1 wk ahead cum death,2021-02-13,48,quantile,0.7,41480.976227
2021-02-07,1 wk ahead cum death,2021-02-13,48,quantile,0.75,41483.537868
2021-02-07,1 wk ahead cum death,2021-02-13,48,quantile,0.8,41545.848331
2021-02-07,1 wk ahead cum death,2021-02-13,48,quantile,0.85,41607.070148
2021-02-07,1 wk ahead cum death,2021-02-13,48,quantile,0.9,41609.568080000005
2021-02-07,1 wk ahead cum death,2021-02-13,48,quantile,0.95,41612.291175
2021-02-07,1 wk ahead cum death,2021-02-13,48,quantile,0.975,41613.966166000006
2021-02-07,1 wk ahead cum death,2021-02-13,48,quantile,0.99,41615.899475
2021-02-07,1 wk ahead cum death,2021-02-13,31,point,NA,2002.0
2021-02-07,1 wk ahead cum death,2021-02-13,31,quantile,0.01,1999.17859619
2021-02-07,1 wk ahead cum death,2021-02-13,31,quantile,0.025,1999.18359833
2021-02-07,1 wk ahead cum death,2021-02-13,31,quantile,0.05,1999.33837392
2021-02-07,1 wk ahead cum death,2021-02-13,31,quantile,0.1,1999.41842602
2021-02-07,1 wk ahead cum death,2021-02-13,31,quantile,0.15,1999.46426006
2021-02-07,1 wk ahead cum death,2021-02-13,31,quantile,0.2,1999.93692533
2021-02-07,1 wk ahead cum death,2021-02-13,31,quantile,0.25,2000.46692596
2021-02-07,1 wk ahead cum death,2021-02-13,31,quantile,0.3,2000.5864354000003
2021-02-07,1 wk ahead cum death,2021-02-13,31,quantile,0.35,2000.65314151
2021-02-07,1 wk ahead cum death,2021-02-13,31,quantile,0.4,2001.29655442
2021-02-07,1 wk ahead cum death,2021-02-13,31,quantile,0.45,2001.92715287
2021-02-07,1 wk ahead cum death,2021-02-13,31,quantile,0.5,2002.0
2021-02-07,1 wk ahead cum death,2021-02-13,31,quantile,0.55,2002.01848332
2021-02-07,1 wk ahead cum death,2021-02-13,31,quantile,0.6,2002.38148896
2021-02-07,1 wk ahead cum death,2021-02-13,31,quantile,0.65,2002.74752509
2021-02-07,1 wk ahead cum death,2021-02-13,31,quantile,0.7,2002.86244532
2021-02-07,1 wk ahead cum death,2021-02-13,31,quantile,0.75,2003.03293394
2021-02-07,1 wk ahead cum death,2021-02-13,31,quantile,0.8,2003.32886247
2021-02-07,1 wk ahead cum death,2021-02-13,31,quantile,0.85,2003.59602865
2021-02-07,1 wk ahead cum death,2021-02-13,31,quantile,0.9,2003.92199855
2021-02-07,1 wk ahead cum death,2021-02-13,31,quantile,0.95,2004.1854297000002
2021-02-07,1 wk ahead cum death,2021-02-13,31,quantile,0.975,2004.27029924
2021-02-07,1 wk ahead cum death,2021-02-13,31,quantile,0.99,2004.29708575
2021-02-07,1 wk ahead cum death,2021-02-13,49,point,NA,1788.0
2021-02-07,1 wk ahead cum death,2021-02-13,49,quantile,0.01,1786.56186757
2021-02-07,1 wk ahead cum death,2021-02-13,49,quantile,0.025,1786.57468405
2021-02-07,1 wk ahead cum death,2021-02-13,49,quantile,0.05,1786.62426125
2021-02-07,1 wk ahead cum death,2021-02-13,49,quantile,0.1,1786.7060009
2021-02-07,1 wk ahead cum death,2021-02-13,49,quantile,0.15,1786.73234986
2021-02-07,1 wk ahead cum death,2021-02-13,49,quantile,0.2,1787.01315919
2021-02-07,1 wk ahead cum death,2021-02-13,49,quantile,0.25,1787.25618029
2021-02-07,1 wk ahead cum death,2021-02-13,49,quantile,0.3,1787.3314679999999
2021-02-07,1 wk ahead cum death,2021-02-13,49,quantile,0.35,1787.41508552
2021-02-07,1 wk ahead cum death,2021-02-13,49,quantile,0.4,1787.67147587
2021-02-07,1 wk ahead cum death,2021-02-13,49,quantile,0.45,1787.95509303
2021-02-07,1 wk ahead cum death,2021-02-13,49,quantile,0.5,1788.0
2021-02-07,1 wk ahead cum death,2021-02-13,49,quantile,0.55,1788.04911483
2021-02-07,1 wk ahead cum death,2021-02-13,49,quantile,0.6,1788.39129397
2021-02-07,1 wk ahead cum death,2021-02-13,49,quantile,0.65,1788.81160606
2021-02-07,1 wk ahead cum death,2021-02-13,49,quantile,0.7,1788.99707175
2021-02-07,1 wk ahead cum death,2021-02-13,49,quantile,0.75,1789.18477332
2021-02-07,1 wk ahead cum death,2021-02-13,49,quantile,0.8,1790.36842817
2021-02-07,1 wk ahead cum death,2021-02-13,49,quantile,0.85,1791.66025965
2021-02-07,1 wk ahead cum death,2021-02-13,49,quantile,0.9,1791.92583652
2021-02-07,1 wk ahead cum death,2021-02-13,49,quantile,0.95,1792.18821145
2021-02-07,1 wk ahead cum death,2021-02-13,49,quantile,0.975,1792.25067855
2021-02-07,1 wk ahead cum death,2021-02-13,49,quantile,0.99,1792.32641997
2021-02-07,1 wk ahead cum death,2021-02-13,41,point,NA,2080.0
2021-02-07,1 wk ahead cum death,2021-02-13,41,quantile,0.01,2062.19570515
2021-02-07,1 wk ahead cum death,2021-02-13,41,quantile,0.025,2062.20035165
2021-02-07,1 wk ahead cum death,2021-02-13,41,quantile,0.05,2062.7674362
2021-02-07,1 wk ahead cum death,2021-02-13,41,quantile,0.1,2063.65009451
2021-02-07,1 wk ahead cum death,2021-02-13,41,quantile,0.15,2063.77083421
2021-02-07,1 wk ahead cum death,2021-02-13,41,quantile,0.2,2066.09342397
2021-02-07,1 wk ahead cum death,2021-02-13,41,quantile,0.25,2068.65878851
2021-02-07,1 wk ahead cum death,2021-02-13,41,quantile,0.3,2069.65085059
2021-02-07,1 wk ahead cum death,2021-02-13,41,quantile,0.35,2069.78655575
2021-02-07,1 wk ahead cum death,2021-02-13,41,quantile,0.4,2074.67409161
2021-02-07,1 wk ahead cum death,2021-02-13,41,quantile,0.45,2079.86906068
2021-02-07,1 wk ahead cum death,2021-02-13,41,quantile,0.5,2080.0
2021-02-07,1 wk ahead cum death,2021-02-13,41,quantile,0.55,2080.81457791
2021-02-07,1 wk ahead cum death,2021-02-13,41,quantile,0.6,2082.14815454
2021-02-07,1 wk ahead cum death,2021-02-13,41,quantile,0.65,2083.7572418
2021-02-07,1 wk ahead cum death,2021-02-13,41,quantile,0.7,2084.04707986
2021-02-07,1 wk ahead cum death,2021-02-13,41,quantile,0.75,2084.21868816
2021-02-07,1 wk ahead cum death,2021-02-13,41,quantile,0.8,2096.18510803
2021-02-07,1 wk ahead cum death,2021-02-13,41,quantile,0.85,2108.68170392
2021-02-07,1 wk ahead cum death,2021-02-13,41,quantile,0.9,2110.41700079
2021-02-07,1 wk ahead cum death,2021-02-13,41,quantile,0.95,2110.65437377
2021-02-07,1 wk ahead cum death,2021-02-13,41,quantile,0.975,2111.44316858
2021-02-07,1 wk ahead cum death,2021-02-13,41,quantile,0.99,2111.46975935
2021-02-07,1 wk ahead cum death,2021-02-13,12,point,NA,28608.0
2021-02-07,1 wk ahead cum death,2021-02-13,12,quantile,0.01,28540.523542799998
2021-02-07,1 wk ahead cum death,2021-02-13,12,quantile,0.025,28540.6673462
2021-02-07,1 wk ahead cum death,2021-02-13,12,quantile,0.05,28541.366322500002
2021-02-07,1 wk ahead cum death,2021-02-13,12,quantile,0.1,28543.4427389
2021-02-07,1 wk ahead cum death,2021-02-13,12,quantile,0.15,28546.8146857
2021-02-07,1 wk ahead cum death,2021-02-13,12,quantile,0.2,28566.125984
2021-02-07,1 wk ahead cum death,2021-02-13,12,quantile,0.25,28582.003827599998
2021-02-07,1 wk ahead cum death,2021-02-13,12,quantile,0.3,28585.8125378
2021-02-07,1 wk ahead cum death,2021-02-13,12,quantile,0.35,28586.971144400002
2021-02-07,1 wk ahead cum death,2021-02-13,12,quantile,0.4,28596.554358999998
2021-02-07,1 wk ahead cum death,2021-02-13,12,quantile,0.45,28606.337587
2021-02-07,1 wk ahead cum death,2021-02-13,12,quantile,0.5,28608.0
2021-02-07,1 wk ahead cum death,2021-02-13,12,quantile,0.55,28608.735166000002
2021-02-07,1 wk ahead cum death,2021-02-13,12,quantile,0.6,28611.978744
2021-02-07,1 wk ahead cum death,2021-02-13,12,quantile,0.65,28612.132765
2021-02-07,1 wk ahead cum death,2021-02-13,12,quantile,0.7,28613.111976999997
2021-02-07,1 wk ahead cum death,2021-02-13,12,quantile,0.75,28615.519451
2021-02-07,1 wk ahead cum death,2021-02-13,12,quantile,0.8,28633.014737999998
2021-02-07,1 wk ahead cum death,2021-02-13,12,quantile,0.85,28661.648905
2021-02-07,1 wk ahead cum death,2021-02-13,12,quantile,0.9,28670.960282
2021-02-07,1 wk ahead cum death,2021-02-13,12,quantile,0.95,28674.087185000004
2021-02-07,1 wk ahead cum death,2021-02-13,12,quantile,0.975,28679.651991000002
2021-02-07,1 wk ahead cum death,2021-02-13,12,quantile,0.99,28681.487138
2021-02-07,1 wk ahead cum death,2021-02-13,36,point,NA,45805.0
2021-02-07,1 wk ahead cum death,2021-02-13,36,quantile,0.01,45627.6696416
2021-02-07,1 wk ahead cum death,2021-02-13,36,quantile,0.025,45627.873595
2021-02-07,1 wk ahead cum death,2021-02-13,36,quantile,0.05,45630.3998389
2021-02-07,1 wk ahead cum death,2021-02-13,36,quantile,0.1,45633.1510643
2021-02-07,1 wk ahead cum death,2021-02-13,36,quantile,0.15,45638.3223425
2021-02-07,1 wk ahead cum death,2021-02-13,36,quantile,0.2,45659.2882237
2021-02-07,1 wk ahead cum death,2021-02-13,36,quantile,0.25,45679.839927
2021-02-07,1 wk ahead cum death,2021-02-13,36,quantile,0.3,45685.147769
2021-02-07,1 wk ahead cum death,2021-02-13,36,quantile,0.35,45695.503082
2021-02-07,1 wk ahead cum death,2021-02-13,36,quantile,0.4,45725.707122
2021-02-07,1 wk ahead cum death,2021-02-13,36,quantile,0.45,45758.460286
2021-02-07,1 wk ahead cum death,2021-02-13,36,quantile,0.5,45805.0
2021-02-07,1 wk ahead cum death,2021-02-13,36,quantile,0.55,45807.294166
2021-02-07,1 wk ahead cum death,2021-02-13,36,quantile,0.6,45882.572772
2021-02-07,1 wk ahead cum death,2021-02-13,36,quantile,0.65,45956.695407
2021-02-07,1 wk ahead cum death,2021-02-13,36,quantile,0.7,45960.189813
2021-02-07,1 wk ahead cum death,2021-02-13,36,quantile,0.75,45963.518757
2021-02-07,1 wk ahead cum death,2021-02-13,36,quantile,0.8,45974.083316000004
2021-02-07,1 wk ahead cum death,2021-02-13,36,quantile,0.85,45987.961512
2021-02-07,1 wk ahead cum death,2021-02-13,36,quantile,0.9,46014.608273000005
2021-02-07,1 wk ahead cum death,2021-02-13,36,quantile,0.95,46095.698275999996
2021-02-07,1 wk ahead cum death,2021-02-13,36,quantile,0.975,46102.562367
2021-02-07,1 wk ahead cum death,2021-02-13,36,quantile,0.99,46105.351671
2021-02-07,1 wk ahead cum death,2021-02-13,44,point,NA,2260.0
2021-02-07,1 wk ahead cum death,2021-02-13,44,quantile,0.01,2251.53444484
2021-02-07,1 wk ahead cum death,2021-02-13,44,quantile,0.025,2251.55191644
2021-02-07,1 wk ahead cum death,2021-02-13,44,quantile,0.05,2251.57171171
2021-02-07,1 wk ahead cum death,2021-02-13,44,quantile,0.1,2252.0428507
2021-02-07,1 wk ahead cum death,2021-02-13,44,quantile,0.15,2252.10016177
2021-02-07,1 wk ahead cum death,2021-02-13,44,quantile,0.2,2253.37036775
2021-02-07,1 wk ahead cum death,2021-02-13,44,quantile,0.25,2254.40120919
2021-02-07,1 wk ahead cum death,2021-02-13,44,quantile,0.3,2254.45693244
2021-02-07,1 wk ahead cum death,2021-02-13,44,quantile,0.35,2255.40740613
2021-02-07,1 wk ahead cum death,2021-02-13,44,quantile,0.4,2257.09275472
2021-02-07,1 wk ahead cum death,2021-02-13,44,quantile,0.45,2259.52980553
2021-02-07,1 wk ahead cum death,2021-02-13,44,quantile,0.5,2260.0
2021-02-07,1 wk ahead cum death,2021-02-13,44,quantile,0.55,2260.05375698
2021-02-07,1 wk ahead cum death,2021-02-13,44,quantile,0.6,2263.83241341
2021-02-07,1 wk ahead cum death,2021-02-13,44,quantile,0.65,2268.50172362
2021-02-07,1 wk ahead cum death,2021-02-13,44,quantile,0.7,2268.98233311
2021-02-07,1 wk ahead cum death,2021-02-13,44,quantile,0.75,2270.89107739
2021-02-07,1 wk ahead cum death,2021-02-13,44,quantile,0.8,2278.39894467
2021-02-07,1 wk ahead cum death,2021-02-13,44,quantile,0.85,2285.22189793
2021-02-07,1 wk ahead cum death,2021-02-13,44,quantile,0.9,2286.30355982
2021-02-07,1 wk ahead cum death,2021-02-13,44,quantile,0.95,2289.38912935
2021-02-07,1 wk ahead cum death,2021-02-13,44,quantile,0.975,2291.74611812
2021-02-07,1 wk ahead cum death,2021-02-13,44,quantile,0.99,2291.91473782
2021-02-07,1 wk ahead cum death,2021-02-13,13,point,NA,15988.0
2021-02-07,1 wk ahead cum death,2021-02-13,13,quantile,0.01,15832.9984498
2021-02-07,1 wk ahead cum death,2021-02-13,13,quantile,0.025,15833.1438803
2021-02-07,1 wk ahead cum death,2021-02-13,13,quantile,0.05,15833.4963926
2021-02-07,1 wk ahead cum death,2021-02-13,13,quantile,0.1,15834.618964
2021-02-07,1 wk ahead cum death,2021-02-13,13,quantile,0.15,15837.8598384
2021-02-07,1 wk ahead cum death,2021-02-13,13,quantile,0.2,15911.706304
2021-02-07,1 wk ahead cum death,2021-02-13,13,quantile,0.25,15959.3355854
2021-02-07,1 wk ahead cum death,2021-02-13,13,quantile,0.3,15960.7649985
2021-02-07,1 wk ahead cum death,2021-02-13,13,quantile,0.35,15964.8917276
2021-02-07,1 wk ahead cum death,2021-02-13,13,quantile,0.4,15974.0028338
2021-02-07,1 wk ahead cum death,2021-02-13,13,quantile,0.45,15983.805875
2021-02-07,1 wk ahead cum death,2021-02-13,13,quantile,0.5,15988.0
2021-02-07,1 wk ahead cum death,2021-02-13,13,quantile,0.55,15993.2256788
2021-02-07,1 wk ahead cum death,2021-02-13,13,quantile,0.6,16008.624561200002
2021-02-07,1 wk ahead cum death,2021-02-13,13,quantile,0.65,16027.6871421
2021-02-07,1 wk ahead cum death,2021-02-13,13,quantile,0.7,16038.692356600002
2021-02-07,1 wk ahead cum death,2021-02-13,13,quantile,0.75,16039.4475475
2021-02-07,1 wk ahead cum death,2021-02-13,13,quantile,0.8,16064.091381400001
2021-02-07,1 wk ahead cum death,2021-02-13,13,quantile,0.85,16089.228087700001
2021-02-07,1 wk ahead cum death,2021-02-13,13,quantile,0.9,16095.588400999999
